wallet_id,customer_cif,wallet_kyc_category,wallet_status,wallet_opening_date,escrow_account_linked,per_txn_limit,daily_txn_limit,monthly_txn_limit,annual_txn_limit,max_balance_limit,linked_bank_account
WLT262307215566,478873480135,Full KYC,Active,03-01-2024,ESC9830865421154,200000,200000,200000,2400000,200000,72153456478500
WLT091684004792,397480830314,Full KYC,Active,13-02-2022,ESC8310795995448,200000,200000,200000,2400000,200000,9113079496296
WLT231278619465,922919425613,Full KYC,Active,14-03-2024,ESC4423558649471,200000,200000,200000,2400000,200000,672343799397
WLT973437769532,548181777382,Full KYC,Active,13-04-2023,ESC3103645966592,200000,200000,200000,2400000,200000,9276416777230
WLT897413946496,826224129308,Full KYC,Closed,03-12-2021,ESC8033642785499,200000,200000,200000,2400000,200000,8717391705420
WLT858489998957,214937990993,Full KYC,Active,12-03-2020,ESC2589379013505,200000,200000,200000,2400000,200000,89494030809600
WLT837328295159,477406443621,Full KYC,Active,24-03-2022,ESC9134404455603,200000,200000,200000,2400000,200000,91762529762
WLT243670460427,857086074344,Full KYC,Active,21-07-2018,ESC5471384682607,200000,200000,200000,2400000,200000,17906215786777
WLT328166596278,627313230127,Minimum KYC,Active,23-04-2023,ESC8641034255607,10000,10000,10000,120000,10000,33467259710
WLT661972405227,997738937820,Full KYC,Active,25-03-2023,ESC3545436959201,200000,200000,200000,2400000,200000,343238562364
WLT876679303666,131816019757,Full KYC,Active,29-06-2023,ESC7092065599682,200000,200000,200000,2400000,200000,64013802791241
WLT143037783766,409019791198,Full KYC,Active,12-11-2022,ESC4605676181808,200000,200000,200000,2400000,200000,981197614274
WLT243643636704,978852983832,Full KYC,Active,08-12-2023,ESC8546656063137,200000,200000,200000,2400000,200000,90705086035
WLT172800240016,834945939226,Full KYC,Active,02-10-2024,ESC3663696522592,200000,200000,200000,2400000,200000,218848174954
WLT722163320771,767340361054,Full KYC,Active,03-08-2023,ESC7569188940596,200000,200000,200000,2400000,200000,825779642235
WLT278391695539,568147045629,Minimum KYC,Active,06-04-2024,ESC8771202494236,10000,10000,10000,120000,10000,734588147462
WLT347639283225,855213451262,Full KYC,Active,31-03-2022,ESC9533483834437,200000,200000,200000,2400000,200000,869796225823
WLT868010293767,213280333002,Full KYC,Active,21-11-2022,ESC4528436185702,200000,200000,200000,2400000,200000,923613285100
WLT516340666472,533043453619,Full KYC,Active,14-02-2024,ESC6983257066538,200000,200000,200000,2400000,200000,9093861049897910
WLT371257877598,300266002767,Full KYC,Active,02-03-2022,ESC2185952477098,200000,200000,200000,2400000,200000,56898992992
WLT546029302046,384012462025,Minimum KYC,Active,25-07-2024,ESC1673417995594,10000,10000,10000,120000,10000,48624008753
WLT704496631751,735472603706,Full KYC,Active,27-04-2022,ESC3098647842684,200000,200000,200000,2400000,200000,9993428434327
WLT352434387697,399988447428,Full KYC,Closed,11-07-2022,ESC5659202739180,200000,200000,200000,2400000,200000,5755753202251
WLT053787635407,680400974756,Full KYC,Closed,21-02-2017,ESC3834282936666,200000,200000,200000,2400000,200000,6061061933334
WLT008357897568,598181179259,Full KYC,Active,18-11-2024,ESC6936261064350,200000,200000,200000,2400000,200000,4628106597732
WLT381908624119,979931004608,Full KYC,Closed,15-03-2023,ESC8590330387740,200000,200000,200000,2400000,200000,31304590246577
WLT935601403693,967281509339,Full KYC,Active,06-06-2023,ESC4452486560603,200000,200000,200000,2400000,200000,87322494416897
WLT865903504275,461006603288,Full KYC,Active,30-03-2019,ESC3687449700144,200000,200000,200000,2400000,200000,30755874625332
WLT445830288204,976462839072,Minimum KYC,Suspended,01-04-2019,ESC6355827862848,10000,10000,10000,120000,10000,9112197994271
WLT371348013009,665609095925,Full KYC,Active,25-01-2025,ESC6224821791840,200000,200000,200000,2400000,200000,9208399695631
WLT209839834801,903861418741,Minimum KYC,Active,28-06-2023,ESC7433484909256,10000,10000,10000,120000,10000,76704433925
WLT182735148158,725232454028,Minimum KYC,Active,03-12-2019,ESC6701249085676,10000,10000,10000,120000,10000,109819896487
WLT629957759399,500452431448,Minimum KYC,Active,26-11-2022,ESC2545475299518,10000,10000,10000,120000,10000,9176002260028
WLT158472444970,563848628429,Minimum KYC,Active,10-02-2022,ESC8178704464912,10000,10000,10000,120000,10000,550004439484
WLT143705685599,697824779674,Minimum KYC,Active,27-07-2018,ESC2503473913907,10000,10000,10000,120000,10000,54063235500
WLT069324121905,774308209242,Minimum KYC,Active,14-01-2021,ESC6677959132064,10000,10000,10000,120000,10000,436932428098
WLT300056913760,374418075056,Minimum KYC,Closed,28-08-2023,ESC7189723365099,10000,10000,10000,120000,10000,22076519761534
WLT628619363842,101128469604,Minimum KYC,Active,27-01-2019,ESC5675247998202,10000,10000,10000,120000,10000,37214707409
WLT302091722466,433225932101,Full KYC,Active,11-07-2022,ESC8347183705041,200000,200000,200000,2400000,200000,819861364781
WLT417180873592,247386685994,Full KYC,Active,25-07-2023,ESC8795021875766,200000,200000,200000,2400000,200000,742505266620
WLT186305578175,856322969244,Minimum KYC,Active,17-02-2023,ESC3914768744036,10000,10000,10000,120000,10000,1362799847747560
WLT744712767981,158452763026,Minimum KYC,Active,14-01-2024,ESC8508128000268,10000,10000,10000,120000,10000,916805431109
WLT727604879547,348195837372,Full KYC,Active,11-12-2023,ESC9818759627820,200000,200000,200000,2400000,200000,9179989146050
WLT046160678759,949200054761,Full KYC,Active,04-02-2023,ESC5721816580510,200000,200000,200000,2400000,200000,365583976448
WLT227260656214,564555243661,Minimum KYC,Active,04-09-2017,ESC2765271273562,10000,10000,10000,120000,10000,45968659460605
WLT040814496912,524689480526,Minimum KYC,Active,24-01-2024,ESC7489848176224,10000,10000,10000,120000,10000,6029882722866
WLT285303892771,533494326669,Full KYC,Active,02-09-2019,ESC5900821346695,200000,200000,200000,2400000,200000,87808961921824
WLT964421634003,207111266296,Full KYC,Active,21-02-2018,ESC7854481263978,200000,200000,200000,2400000,200000,9208363293923
WLT461615044766,605772547244,Full KYC,Active,01-08-2021,ESC7891790569750,200000,200000,200000,2400000,200000,829317855317
WLT070908295811,650790063087,Full KYC,Active,08-11-2018,ESC6368576071235,200000,200000,200000,2400000,200000,19045700526
WLT629686318932,287984366765,Minimum KYC,Active,21-09-2020,ESC1777119246293,10000,10000,10000,120000,10000,4031369896745223
WLT964543931039,348582304966,Full KYC,Active,23-03-2020,ESC4466487945472,200000,200000,200000,2400000,200000,84522552208
WLT690716792772,716435337980,Minimum KYC,Suspended,03-05-2021,ESC5433658477759,10000,10000,10000,120000,10000,71030482550726
WLT888259867818,396170064307,Minimum KYC,Active,11-04-2024,ESC2908689163354,10000,10000,10000,120000,10000,9144240512224
WLT248757208398,789144920939,Minimum KYC,Active,28-07-2018,ESC5752172919407,10000,10000,10000,120000,10000,857714158725
WLT584030282399,626593505974,Minimum KYC,Active,31-10-2024,ESC6808166821457,10000,10000,10000,120000,10000,346660443518
WLT662397930775,700874549913,Full KYC,Active,08-09-2020,ESC1037490502387,200000,200000,200000,2400000,200000,9267865840742
WLT404382779521,880905069079,Full KYC,Active,06-03-2018,ESC5540646725635,200000,200000,200000,2400000,200000,94090867793696
WLT218005805130,624505803717,Full KYC,Active,28-03-2024,ESC6888046055310,200000,200000,200000,2400000,200000,814059150666
WLT702678939439,130582539555,Full KYC,Active,25-08-2023,ESC1548572408532,200000,200000,200000,2400000,200000,14486906242674
WLT625788223929,502603357881,Minimum KYC,Active,19-01-2019,ESC9191606810163,10000,10000,10000,120000,10000,2539342692285441
WLT412132466511,356444995350,Minimum KYC,Active,17-12-2023,ESC1563042931243,10000,10000,10000,120000,10000,26746822403
WLT242387830148,630495409916,Full KYC,Active,05-07-2016,ESC3541337599830,200000,200000,200000,2400000,200000,9184051968984
WLT266009321979,547464433273,Full KYC,Active,11-10-2021,ESC4375607507326,200000,200000,200000,2400000,200000,7414699789151
WLT956223343757,679629447040,Full KYC,Active,25-12-2017,ESC1746086579093,200000,200000,200000,2400000,200000,88740655561893
WLT928167047595,520591542938,Minimum KYC,Active,19-11-2024,ESC4447789201930,10000,10000,10000,120000,10000,81269753620
WLT610090136116,361306244194,Minimum KYC,Active,01-11-2021,ESC9104004426009,10000,10000,10000,120000,10000,7949722613230899
WLT098876340701,446045683931,Minimum KYC,Active,30-05-2023,ESC7100576491898,10000,10000,10000,120000,10000,23266524083030
WLT454635728778,739963386448,Minimum KYC,Active,08-07-2024,ESC5580001345015,10000,10000,10000,120000,10000,96406645759876
WLT812446779293,228982269065,Minimum KYC,Active,21-04-2019,ESC4623858779728,10000,10000,10000,120000,10000,9107291390336
WLT510220947743,441710071725,Minimum KYC,Active,28-05-2018,ESC8789857263597,10000,10000,10000,120000,10000,710931912660
WLT820778009237,247096927355,Minimum KYC,Active,06-08-2018,ESC3457577534747,10000,10000,10000,120000,10000,88062186883268
WLT612428336471,858105618138,Minimum KYC,Active,12-04-2024,ESC9013311505369,10000,10000,10000,120000,10000,9172742420863
WLT168112476755,583849390051,Full KYC,Active,23-04-2021,ESC1872792080542,200000,200000,200000,2400000,200000,87665315520
WLT358918471657,324451422192,Minimum KYC,Active,31-03-2022,ESC4793214862511,10000,10000,10000,120000,10000,52690721478
WLT179803360958,645325787170,Full KYC,Active,19-10-2024,ESC9017064287405,200000,200000,200000,2400000,200000,29924311048118
WLT447173850048,108035889350,Minimum KYC,Closed,13-10-2023,ESC2746861070176,10000,10000,10000,120000,10000,86371525724
WLT428625465217,267143696280,Full KYC,Active,24-07-2021,ESC6773863367879,200000,200000,200000,2400000,200000,14628020866
WLT585382067747,361165180397,Full KYC,Active,01-03-2023,ESC7038101214763,200000,200000,200000,2400000,200000,55504213604
WLT920119489807,306447784470,Full KYC,Active,11-01-2022,ESC9123298798574,200000,200000,200000,2400000,200000,5665367150218989
WLT544421308521,501454396312,Minimum KYC,Active,02-06-2017,ESC4986235978158,10000,10000,10000,120000,10000,8853831258200
WLT192136563892,462273242063,Minimum KYC,Active,01-02-2023,ESC7589246685949,10000,10000,10000,120000,10000,752482327492
WLT489941714290,521617372679,Full KYC,Active,01-01-2025,ESC6180811174205,200000,200000,200000,2400000,200000,8507352353590
WLT642313003913,379289467108,Minimum KYC,Active,09-03-2024,ESC9387163823015,10000,10000,10000,120000,10000,1983996475219
WLT570238766522,380163012448,Minimum KYC,Active,10-04-2024,ESC4812740569874,10000,10000,10000,120000,10000,9752901015385
WLT991211844236,274917385995,Full KYC,Active,09-04-2023,ESC7912086157514,200000,200000,200000,2400000,200000,97392778265751
WLT536753267521,323368530656,Full KYC,Active,27-03-2023,ESC7593450969265,200000,200000,200000,2400000,200000,61869315138
WLT533119218470,481873126278,Full KYC,Active,26-02-2021,ESC8295357992983,200000,200000,200000,2400000,200000,8266712118220
WLT682861328307,467992729019,Full KYC,Active,05-07-2018,ESC6937027227496,200000,200000,200000,2400000,200000,76471647533629
WLT104101500564,842881121342,Full KYC,Active,01-12-2024,ESC3517820397403,200000,200000,200000,2400000,200000,24232563472
WLT331279888964,180530357379,Minimum KYC,Active,04-03-2023,ESC3424390300494,10000,10000,10000,120000,10000,62692266230726
WLT244510916684,476397710229,Full KYC,Active,15-07-2019,ESC2914387868251,200000,200000,200000,2400000,200000,82361396180364
WLT122734317217,432073665605,Full KYC,Active,05-01-2019,ESC1626648550345,200000,200000,200000,2400000,200000,92443369839278
WLT464515555348,697002900847,Full KYC,Active,01-02-2022,ESC7841522242934,200000,200000,200000,2400000,200000,51861129770
WLT493801060018,178250461408,Minimum KYC,Active,26-09-2024,ESC4801019261538,10000,10000,10000,120000,10000,57498189747149
WLT282757640827,710393938841,Full KYC,Active,24-07-2024,ESC4396458740763,200000,200000,200000,2400000,200000,6277628384138
WLT210329556579,542000245829,Full KYC,Active,30-07-2024,ESC8601469187785,200000,200000,200000,2400000,200000,99021683387
WLT846654503419,450558872845,Minimum KYC,Active,27-04-2024,ESC6517614148920,10000,10000,10000,120000,10000,931445450806
WLT151971031461,868806494111,Full KYC,Active,01-01-2023,ESC9079381596798,200000,200000,200000,2400000,200000,41211519812110
WLT573154777499,426530375051,Full KYC,Active,19-12-2023,ESC9671404687083,200000,200000,200000,2400000,200000,645825272744
WLT898942517635,516255262290,Minimum KYC,Active,30-11-2024,ESC1204561931193,10000,10000,10000,120000,10000,954528814471
WLT212023317036,195603969239,Full KYC,Active,09-05-2023,ESC2019568154695,200000,200000,200000,2400000,200000,73193777418743
WLT570279566244,188687690576,Full KYC,Active,06-07-2019,ESC5466082550555,200000,200000,200000,2400000,200000,85848462570596
WLT329184595812,962978843826,Full KYC,Suspended,21-06-2022,ESC4020598847247,200000,200000,200000,2400000,200000,4407408306170
WLT298882719403,262629659326,Minimum KYC,Active,17-03-2023,ESC2469286503637,10000,10000,10000,120000,10000,96395644763
WLT869984537594,169196958946,Minimum KYC,Active,23-04-2018,ESC6200522204674,10000,10000,10000,120000,10000,35342539397
WLT344664382447,776707480003,Full KYC,Active,13-01-2020,ESC6538174306388,200000,200000,200000,2400000,200000,825744729631
WLT479062191911,756016021844,Minimum KYC,Closed,20-06-2022,ESC6860006640245,10000,10000,10000,120000,10000,9130433982517
WLT393246797380,243376970362,Minimum KYC,Active,11-08-2023,ESC9195112092809,10000,10000,10000,120000,10000,90781540603
WLT464629344976,207130398361,Minimum KYC,Active,23-06-2016,ESC4074815959643,10000,10000,10000,120000,10000,1102130472157948
WLT124927103082,205272239857,Full KYC,Active,09-12-2023,ESC9624239160615,200000,200000,200000,2400000,200000,937447101530
WLT613435880761,509543099185,Minimum KYC,Active,21-08-2024,ESC6164852338611,10000,10000,10000,120000,10000,7228867561683
WLT769817466002,169235202282,Minimum KYC,Active,26-09-2024,ESC2582555194503,10000,10000,10000,120000,10000,27517948052613
WLT972170552376,510802432816,Full KYC,Active,17-11-2021,ESC2301083213805,200000,200000,200000,2400000,200000,480678628256
WLT765773536267,587102585684,Full KYC,Active,27-03-2022,ESC3704233444487,200000,200000,200000,2400000,200000,5747501627334006
WLT182219817814,599384170265,Full KYC,Active,12-08-2020,ESC6137358372623,200000,200000,200000,2400000,200000,4031245872065
WLT335183734171,200762626712,Minimum KYC,Active,02-04-2017,ESC1682315777839,10000,10000,10000,120000,10000,28338141717392
WLT828691061986,658038411296,Full KYC,Active,11-07-2018,ESC6937418899043,200000,200000,200000,2400000,200000,48341691809
WLT642655774791,466906342617,Full KYC,Active,25-06-2023,ESC9085170178053,200000,200000,200000,2400000,200000,2127984793502
WLT958125170335,158734437887,Minimum KYC,Active,05-12-2021,ESC5935426186996,10000,10000,10000,120000,10000,9210598040051
WLT370901232279,566540035994,Minimum KYC,Closed,02-11-2022,ESC3072236626196,10000,10000,10000,120000,10000,773158215269
WLT051185864525,511049606689,Full KYC,Active,25-06-2023,ESC3785039582934,200000,200000,200000,2400000,200000,5954815673145
WLT760090897891,690651327135,Full KYC,Active,15-02-2019,ESC2029099655226,200000,200000,200000,2400000,200000,2160756009526
WLT446087574990,631535151426,Full KYC,Active,21-10-2023,ESC9045303297886,200000,200000,200000,2400000,200000,54282884204
WLT559443265193,460225411017,Full KYC,Active,28-08-2016,ESC3602218966321,200000,200000,200000,2400000,200000,381625723075
WLT803256074399,156693785335,Full KYC,Active,12-09-2018,ESC1746965999370,200000,200000,200000,2400000,200000,62114955837304
WLT410250011404,421268028264,Full KYC,Active,30-06-2024,ESC6024253162754,200000,200000,200000,2400000,200000,3384573542583662
WLT241273502797,843718284230,Minimum KYC,Active,19-12-2023,ESC8890272087728,10000,10000,10000,120000,10000,9235144285927
WLT145332670479,377339082918,Minimum KYC,Active,12-09-2024,ESC5236723010614,10000,10000,10000,120000,10000,6969969895654
WLT002106681620,248336129278,Minimum KYC,Active,05-02-2023,ESC9134229253990,10000,10000,10000,120000,10000,27533913448
WLT527961184770,317827708370,Minimum KYC,Active,06-07-2023,ESC2813688271467,10000,10000,10000,120000,10000,99059282514
WLT119494614798,197133477028,Minimum KYC,Active,26-07-2016,ESC5561634681977,10000,10000,10000,120000,10000,37889431521
WLT238268552902,578607970659,Full KYC,Active,02-05-2024,ESC4544823160242,200000,200000,200000,2400000,200000,2605603635276
WLT184823425294,661287790663,Minimum KYC,Active,27-05-2024,ESC3862892826003,10000,10000,10000,120000,10000,14946978764402
WLT776285243520,555950558237,Full KYC,Active,25-05-2023,ESC1262411204485,200000,200000,200000,2400000,200000,30046583921409
WLT126054707447,701423450317,Minimum KYC,Active,30-12-2023,ESC1008992823248,10000,10000,10000,120000,10000,34250406289
WLT258250194297,660953208900,Minimum KYC,Active,10-02-2021,ESC1786310633675,10000,10000,10000,120000,10000,8328618194697225
WLT720587443970,798227232902,Minimum KYC,Active,22-03-2024,ESC6748677288090,10000,10000,10000,120000,10000,314694627611
WLT400592217294,912883994946,Full KYC,Active,20-03-2023,ESC2408596011328,200000,200000,200000,2400000,200000,99583100104
WLT879771620112,401781558191,Minimum KYC,Active,04-10-2024,ESC1562147784132,10000,10000,10000,120000,10000,806255441776
WLT243987270612,549238676346,Full KYC,Active,05-01-2019,ESC8140529967275,200000,200000,200000,2400000,200000,78372968038
WLT816317292724,930318804259,Full KYC,Active,23-12-2023,ESC5102162509850,200000,200000,200000,2400000,200000,58251809953472
WLT927594241017,787732369667,Full KYC,Active,16-10-2022,ESC9353231943720,200000,200000,200000,2400000,200000,77645409779
WLT195315339980,507257502832,Minimum KYC,Active,14-06-2024,ESC2484541592893,10000,10000,10000,120000,10000,9281226664271
WLT824000538327,528414764550,Full KYC,Active,21-07-2022,ESC2996138771698,200000,200000,200000,2400000,200000,5522747723967
WLT832861801922,892982650234,Full KYC,Active,22-06-2022,ESC9961938070488,200000,200000,200000,2400000,200000,2322358945542499
WLT027888122404,172363808769,Full KYC,Active,08-06-2023,ESC3230223298459,200000,200000,200000,2400000,200000,4136568701582
WLT158042611735,603744698954,Full KYC,Active,27-07-2024,ESC3778581393181,200000,200000,200000,2400000,200000,966397642200
WLT423729717957,892150692991,Minimum KYC,Active,29-05-2024,ESC3569139784662,10000,10000,10000,120000,10000,25491101141
WLT636843198905,560481960676,Minimum KYC,Active,04-05-2023,ESC4467111306432,10000,10000,10000,120000,10000,725950801440
WLT820987566421,631836512653,Minimum KYC,Active,02-01-2024,ESC2820619670755,10000,10000,10000,120000,10000,9873672453949
WLT533040576820,719362126160,Full KYC,Active,09-01-2023,ESC9753155611680,200000,200000,200000,2400000,200000,160509680181
WLT955015567434,313922442329,Minimum KYC,Active,05-05-2021,ESC5266921800431,10000,10000,10000,120000,10000,396885139925
WLT759914325487,363445576272,Minimum KYC,Active,25-01-2024,ESC3514537564477,10000,10000,10000,120000,10000,9244357291511
WLT882842216883,774307156576,Minimum KYC,Active,23-09-2024,ESC6297417595198,10000,10000,10000,120000,10000,78882647261
WLT869189587050,352666353270,Minimum KYC,Active,31-08-2021,ESC3848791699696,10000,10000,10000,120000,10000,24646205358938
WLT854191549174,455881308267,Minimum KYC,Active,11-01-2025,ESC2669567043917,10000,10000,10000,120000,10000,9269222354485
WLT181391428344,810609915491,Full KYC,Active,19-11-2020,ESC3529913568252,200000,200000,200000,2400000,200000,2316468991288694
WLT945210925977,277481567611,Minimum KYC,Active,08-04-2019,ESC5350823387271,10000,10000,10000,120000,10000,464472058459
WLT281621030474,699850750874,Full KYC,Active,08-05-2021,ESC7873947160783,200000,200000,200000,2400000,200000,9133414019264
WLT110708565326,159560603769,Full KYC,Active,06-06-2018,ESC2328459010637,200000,200000,200000,2400000,200000,287377536269
WLT000227547008,228561039848,Full KYC,Active,22-07-2024,ESC5958233706138,200000,200000,200000,2400000,200000,11559558395
WLT677324806146,739458477929,Minimum KYC,Active,31-03-2024,ESC5685844601501,10000,10000,10000,120000,10000,706439755275
WLT653945314894,413615458295,Minimum KYC,Active,15-02-2021,ESC9001382700399,10000,10000,10000,120000,10000,9273005693415
WLT053185565294,700233418977,Minimum KYC,Active,08-09-2018,ESC8761899438644,10000,10000,10000,120000,10000,5176619665184590
WLT796021874966,511968732523,Minimum KYC,Active,16-10-2021,ESC9949947489416,10000,10000,10000,120000,10000,9995037313714387
WLT726898800091,874246224385,Minimum KYC,Active,01-04-2024,ESC2143431651020,10000,10000,10000,120000,10000,659873979429
WLT995254947711,961074970773,Full KYC,Active,19-10-2018,ESC1778636759147,200000,200000,200000,2400000,200000,87165263342808
WLT642095019428,728329126101,Full KYC,Active,13-06-2022,ESC3781978530953,200000,200000,200000,2400000,200000,5665499580312
WLT708420422289,338903624978,Minimum KYC,Active,28-10-2024,ESC2862056443717,10000,10000,10000,120000,10000,5646193775550
WLT143622951986,785320709793,Minimum KYC,Active,27-09-2023,ESC5362008615162,10000,10000,10000,120000,10000,60892405977
WLT897630156547,194331534995,Full KYC,Active,03-02-2023,ESC9275358266192,200000,200000,200000,2400000,200000,17929456484344
WLT957026795015,385078727605,Full KYC,Active,29-02-2020,ESC8320145531121,200000,200000,200000,2400000,200000,9188240937909
WLT192601819339,699826558309,Minimum KYC,Active,25-11-2024,ESC7856724900394,10000,10000,10000,120000,10000,48614224613026
WLT506603951777,577883294778,Full KYC,Active,14-11-2021,ESC4948909611760,200000,200000,200000,2400000,200000,9142063671334
WLT646036505722,479531035236,Minimum KYC,Closed,05-10-2024,ESC1369644834351,10000,10000,10000,120000,10000,9261579060965
WLT940193990561,716388858923,Minimum KYC,Suspended,26-04-2024,ESC8893650060060,10000,10000,10000,120000,10000,98803399416932
WLT718633197516,305208940162,Full KYC,Active,15-12-2021,ESC9286522762350,200000,200000,200000,2400000,200000,19325698616
WLT274458272146,325274240663,Full KYC,Active,05-08-2023,ESC4213880856954,200000,200000,200000,2400000,200000,38047333502713
WLT676296613510,605783397850,Full KYC,Active,09-02-2024,ESC2450730272772,200000,200000,200000,2400000,200000,6627895389847610
WLT309416890797,505030955723,Minimum KYC,Active,02-07-2021,ESC8139361016941,10000,10000,10000,120000,10000,9614247073778
WLT199366315021,320478169957,Minimum KYC,Active,28-05-2023,ESC5967927091861,10000,10000,10000,120000,10000,9271419390619
WLT182665239184,509570196409,Full KYC,Active,12-03-2023,ESC4062191201808,200000,200000,200000,2400000,200000,9953358783136
WLT694864812059,356032078178,Full KYC,Active,07-09-2017,ESC1446133794960,200000,200000,200000,2400000,200000,2494681124638
WLT408517899489,590816983060,Minimum KYC,Active,12-07-2018,ESC6935688285245,10000,10000,10000,120000,10000,520346787267
WLT086944402459,848179213188,Minimum KYC,Active,06-05-2024,ESC2177590258226,10000,10000,10000,120000,10000,35388349497772
WLT491427576847,760767939262,Full KYC,Active,20-05-2023,ESC9113748482233,200000,200000,200000,2400000,200000,18243061289269
WLT474838017586,772057107513,Full KYC,Active,14-06-2024,ESC5963920014293,200000,200000,200000,2400000,200000,429322533513
WLT052004292184,908477485667,Full KYC,Active,21-07-2024,ESC3517868858773,200000,200000,200000,2400000,200000,9273661185120
WLT139018914767,118438632981,Full KYC,Active,19-12-2022,ESC1709866232638,200000,200000,200000,2400000,200000,21924445439209
WLT474769385463,207689898356,Full KYC,Active,06-09-2021,ESC8873633772303,200000,200000,200000,2400000,200000,4958417150940791
WLT702416468577,772701858662,Full KYC,Active,15-03-2021,ESC2772178221716,200000,200000,200000,2400000,200000,2901737636709668
WLT080597183610,152113095758,Full KYC,Active,19-11-2023,ESC9716860878726,200000,200000,200000,2400000,200000,449334388700
WLT810548814416,387803171793,Full KYC,Active,29-12-2023,ESC5765261153692,200000,200000,200000,2400000,200000,820347660233
WLT264380286218,152423379686,Minimum KYC,Active,19-12-2021,ESC3652152352120,10000,10000,10000,120000,10000,639729633534
WLT679814445450,199037658877,Full KYC,Active,15-06-2021,ESC3497938871034,200000,200000,200000,2400000,200000,41317310518616
WLT110133645948,990854576666,Full KYC,Active,19-04-2022,ESC7174349454648,200000,200000,200000,2400000,200000,49047045134
WLT547831931823,368893465117,Minimum KYC,Active,26-09-2023,ESC5544984284259,10000,10000,10000,120000,10000,89189554152
WLT194840709366,649101829759,Minimum KYC,Active,15-11-2019,ESC2541377514929,10000,10000,10000,120000,10000,74940929581156
WLT931369032129,680481307586,Full KYC,Active,15-03-2022,ESC6343518380524,200000,200000,200000,2400000,200000,3210045969989
WLT489570741793,390543499761,Full KYC,Active,31-08-2019,ESC3610065087973,200000,200000,200000,2400000,200000,955465576252
WLT861409547010,520596328132,Full KYC,Active,04-12-2017,ESC7443880793541,200000,200000,200000,2400000,200000,17555929855
WLT781814070334,599730375892,Full KYC,Active,14-04-2024,ESC4038839431634,200000,200000,200000,2400000,200000,31086755115415
WLT966558017853,799637629953,Full KYC,Active,01-11-2021,ESC8825570081665,200000,200000,200000,2400000,200000,57576230287646
WLT982890668079,650754073697,Minimum KYC,Active,27-11-2019,ESC3455744217721,10000,10000,10000,120000,10000,60612359381994
WLT745087970631,586318376014,Full KYC,Active,05-01-2022,ESC1219157143557,200000,200000,200000,2400000,200000,845149628373
WLT252300758643,709273624410,Minimum KYC,Active,29-08-2020,ESC2002914572659,10000,10000,10000,120000,10000,9143654046757
WLT250440253960,439029639403,Full KYC,Active,30-01-2021,ESC3890973460476,200000,200000,200000,2400000,200000,495545520678
WLT119421657335,832109912515,Full KYC,Active,25-09-2023,ESC7417499162268,200000,200000,200000,2400000,200000,3546090233995566
WLT778280068908,124175152859,Minimum KYC,Active,01-09-2020,ESC6024402386531,10000,10000,10000,120000,10000,189341303641
WLT263079545330,547092408196,Minimum KYC,Active,09-11-2024,ESC8812499569558,10000,10000,10000,120000,10000,435865758338
WLT573281889833,950377326530,Minimum KYC,Active,18-02-2021,ESC8138917486568,10000,10000,10000,120000,10000,534778018384
WLT945604062244,823407755747,Full KYC,Suspended,26-08-2024,ESC3828842524299,200000,200000,200000,2400000,200000,746620456998
WLT755035848205,430221749199,Full KYC,Active,27-03-2020,ESC6262307632560,200000,200000,200000,2400000,200000,6835081656888460
WLT256415351098,448269556475,Full KYC,Active,03-05-2019,ESC9661629493256,200000,200000,200000,2400000,200000,499030130945
WLT784993499313,418379850243,Full KYC,Active,06-07-2024,ESC3541925652887,200000,200000,200000,2400000,200000,271403333353
WLT283458497601,435675426870,Minimum KYC,Active,06-01-2022,ESC3105412204739,10000,10000,10000,120000,10000,59335587610
WLT478539233966,752848828319,Full KYC,Active,28-01-2021,ESC1643758263530,200000,200000,200000,2400000,200000,2618650302012980
WLT267154996853,567768767304,Minimum KYC,Active,16-10-2024,ESC8547925709572,10000,10000,10000,120000,10000,35865569616387
WLT542403047562,977741270169,Minimum KYC,Active,29-12-2021,ESC4550816818347,10000,10000,10000,120000,10000,86316877534161
WLT671550228495,393032660729,Minimum KYC,Active,30-07-2015,ESC8088731506243,10000,10000,10000,120000,10000,85008264671
WLT879588112489,459699923903,Full KYC,Active,28-11-2022,ESC4694617639526,200000,200000,200000,2400000,200000,14769148019207
WLT553295450028,247560547769,Full KYC,Active,22-02-2024,ESC1798134815609,200000,200000,200000,2400000,200000,9724217006091
WLT723615847639,902727309176,Minimum KYC,Active,15-04-2018,ESC6122444345069,10000,10000,10000,120000,10000,11081623564
WLT571761915297,839108458136,Full KYC,Suspended,03-07-2023,ESC4591145754609,200000,200000,200000,2400000,200000,8392341555945388
WLT531230562695,154433665864,Full KYC,Active,06-03-2020,ESC5572264301421,200000,200000,200000,2400000,200000,958148418242
WLT327525121084,646257966137,Full KYC,Active,12-09-2024,ESC5678400563426,200000,200000,200000,2400000,200000,52675604431
WLT063001993742,534929466267,Full KYC,Active,03-01-2018,ESC4968311764244,200000,200000,200000,2400000,200000,282742434928
WLT474317113649,960919326085,Full KYC,Active,22-04-2024,ESC6494886331531,200000,200000,200000,2400000,200000,3122584004660827
WLT261638259757,437446339510,Full KYC,Active,09-08-2019,ESC5885530860585,200000,200000,200000,2400000,200000,9208320722272
WLT103333038620,871082767699,Full KYC,Active,21-08-2018,ESC2763149692634,200000,200000,200000,2400000,200000,24967297394
