customer_cif,customer_name,customer_type,customer_entity_type,date_of_birth,father_spouse_name,nationality,citizenship,residency,tax_residency,pan,aadhaar,aadhaar_masked,identification_doc_no,mobile_number,email_id,address_individual,state,city,address_lat,address_lon,occupation_industry,annual_income,professional_experience_years,source_of_funds,_nri_country,customer_risk_score,pep_flag,hni_flag,minor_flag,non_face_to_face_flag,vkyc_flag,cif_creation_date,kyc_update_date,date_of_incorporation,place_of_incorporation,beneficial_owner_types,passive_nfe,address_registered_office,address_place_of_business,address_beneficial_owners,entity_identification_doc_no,cif_beneficial_owners,name_beneficial_owners
448223623215,Harsh Bhat,Individual,Individual,15-12-1967,Ravi Pandey,Indian,Indian,Resident,India,EYNPU3992N,499606394776,XXXX-XXXX-4091,AADHAAR-3717XXXX0523,6863889070,harsh.bhat238@outlook.com,"206, Station Road, Muzaffarpur, Bihar - 129349",Bihar,Muzaffarpur,22.76853,81.546096,Salaried - Telecom,1473052,10,Family Support,,High,Y,N,N,Y,N,27-03-2019,19-06-2020,,,,,,,,,,
885933277887,Vikram Sen,Individual,Individual,09-02-1962,Rohan Pillai,Indian,Indian,Resident,India,CLOPT2269M,672752849205,XXXX-XXXX-5389,AADHAAR-2631XXXX0891,7912828267,vikram.sen666@gmail.com,"107, Station Road, Amritsar, Punjab - 574807",Punjab,Amritsar,25.044506,75.669214,Doctor,268078,13,Investment Returns,,Low,N,N,N,Y,N,01-06-2023,05-09-2024,,,,,,,,,,
632988984686,Vivek Malhotra,Individual,Individual,05-10-1987,Ashish Shah,Indian,Indian,NRI,Other,EYOPU0015U,639909248338,XXXX-XXXX-1059,AADHAAR-2946XXXX6342,8391678062,vivek.malhotra738@gmail.com,"479, Gandhi Nagar, Patna, Bihar - 589207",Bihar,Patna,25.566876,85.126393,Engineer,1722570,34,Investment Returns,CA,High,N,N,N,N,N,29-02-2024,08-03-2024,,,,,,,,,,
255217957827,Anita Joshi,Individual,Individual,16-08-1961,Naveen Sharma,Indian,Indian,Resident,India,VQQPZ0043Q,735194997470,XXXX-XXXX-0056,AADHAAR-7897XXXX0138,7882817435,anita.joshi667@rediffmail.com,"262, Gandhi Nagar, Rohini, Delhi - 321279",Delhi,Rohini,17.601719,79.565712,Self-Employed - Retail,1330290,10,Investment Returns,,Medium,N,N,N,N,Y,22-06-2019,02-05-2020,,,,,,,,,,
729483727255,National Solutions,Non-Individual,Public Limited,,,Indian,,Resident,India,XYHAA6819Y,,,,8224939204,national673@outlook.com,,Punjab,Jalandhar,24.449482,80.003976,Agriculture,439256621,,Investment,,Medium,N,N,N,N,N,01-06-2018,17-11-2019,20-11-2008,"Jalandhar, Punjab",Control through other means,N,"88 Corporate Park, Jalandhar, Punjab - 982333","Plot 404, Industrial Area, Jalandhar, Punjab","142, Residential Colony, Jalandhar, Punjab",U99199EK2003PTC542199,225278336426,Meera Bose
187192998544,Arjun Rao,Individual,Individual,01-04-1989,Deepak Bhat,Indian,Indian,Resident,India,SESPN4569I,672043537167,XXXX-XXXX-1923,AADHAAR-2649XXXX8371,8383722484,arjun.rao587@rediffmail.com,"448, Nehru Place, Mangaluru, Karnataka - 144399",Karnataka,Mangaluru,23.278724,80.806877,Salaried - Manufacturing,317664,3,Family Support,,Low,N,N,N,N,N,08-02-2022,19-01-2025,,,,,,,,,,
788795558057,Pallavi Patel,Individual,Individual,03-12-1996,Pradeep Sharma,Indian,Indian,Resident,India,RTDPI6506Y,905826073062,XXXX-XXXX-4196,AADHAAR-6791XXXX1886,8124436866,pallavi.patel825@hotmail.com,"342, Nehru Place, Udaipur, Rajasthan - 928018",Rajasthan,Udaipur,24.598339,75.734803,Self-Employed - Retail,5504662,18,Business Income,,High,Y,N,N,N,N,06-12-2023,06-02-2025,,,,,,,,,,
347511797108,Rohan Rao,Individual,Individual,21-03-2001,Tushar Das,Indian,Indian,Resident,India,MIEPA3600B,753573611360,XXXX-XXXX-3295,AADHAAR-2804XXXX3907,9826386045,rohan.rao291@rediffmail.com,"472, Gandhi Nagar, Siliguri, West Bengal - 636263",West Bengal,Siliguri,25.457305,81.442378,Salaried - Banking,2446741,19,Salary,,High,N,N,N,N,Y,04-09-2018,28-02-2024,,,,,,,,,,
854256541226,Geeta Kapoor,Individual,Individual,19-09-1983,Kiran Mishra,Indian,Indian,Resident,India,JMLPB0619U,682516368539,XXXX-XXXX-5384,AADHAAR-9808XXXX4215,7605021955,geeta.kapoor20@outlook.com,"485, MG Road, Mysuru, Karnataka - 327114",Karnataka,Mysuru,20.007076,74.807393,Agriculture,631830,38,Rental Income,,Medium,N,N,N,N,Y,22-02-2019,07-10-2021,,,,,,,,,,
760034479856,Pooja Malhotra,Individual,Individual,27-02-1962,Sachin Deshmukh,Indian,Indian,Resident,India,VQOPE8606R,877547031007,XXXX-XXXX-5980,AADHAAR-5951XXXX9583,8151265928,pooja.malhotra691@yahoo.co.in,"491, NH Highway, Gurugram, Haryana - 417180",Haryana,Gurugram,19.379372,80.484734,Accountant,1338452,1,Salary,,Medium,N,N,N,Y,N,27-04-2023,14-03-2024,,,,,,,,,,
317466505047,Ashish Verma,Individual,Individual,18-09-1984,Arjun Bhat,Indian,Indian,Resident,India,IHXPP5174S,497599107383,XXXX-XXXX-8699,AADHAAR-4836XXXX1749,7470600546,ashish.verma609@hotmail.com,"351, Nehru Place, Mangaluru, Karnataka - 418298",Karnataka,Mangaluru,20.169473,82.664226,Self-Employed - Professional,488193,28,Investment Returns,,Low,N,N,N,N,N,12-01-2015,12-05-2017,,,,,,,,,,
160053269115,Meera Das,Individual,Individual,18-08-1998,Sanjay Mukherjee,Indian,Indian,Resident,India,KSPPU4028V,546028969780,XXXX-XXXX-4165,AADHAAR-4843XXXX4011,8743206933,meera.das379@gmail.com,"60, Station Road, Bhopal, Madhya Pradesh - 445480",Madhya Pradesh,Bhopal,23.239287,77.39172,Salaried - Healthcare,1080184,16,Rental Income,,High,N,N,N,Y,N,11-09-2015,21-03-2018,,,,,,,,,,
357308381950,Pradeep Bhat,Individual,Individual,15-05-1996,Tushar Yadav,Indian,Indian,Resident,India,JEWPR6211L,411108470357,XXXX-XXXX-7113,AADHAAR-4102XXXX0063,9422390562,pradeep.bhat220@rediffmail.com,"303, Nehru Place, Gaya, Bihar - 859014",Bihar,Gaya,22.167553,74.144485,Salaried - IT,490401,20,Rental Income,,Low,N,N,N,N,N,31-10-2022,10-09-2024,,,,,,,,,,
458680575230,Rekha Tiwari,Individual,Individual,15-06-1995,Vikram Mehta,Indian,Indian,NRI,Other,XOFPN4006C,452987560958,XXXX-XXXX-5801,AADHAAR-4509XXXX9935,8879561212,rekha.tiwari307@rediffmail.com,"188, Gandhi Nagar, Pune, Maharashtra - 899547",Maharashtra,Pune,18.508645,73.862897,Salaried - Banking,798024,12,Foreign Employment,OM,Medium,N,N,N,N,N,26-10-2019,17-08-2020,,,,,,,,,,
438792146580,Akash Patel,Individual,Individual,02-03-2001,Gaurav Sharma,Indian,Indian,Resident,India,DRTPR2189F,730593037679,XXXX-XXXX-8785,AADHAAR-9466XXXX9986,9936934895,akash.patel124@rediffmail.com,"483, NH Highway, Jaipur, Rajasthan - 523006",Rajasthan,Jaipur,26.894,75.824142,Salaried - Government,482064,13,Agriculture Income,,Low,N,N,N,N,N,18-01-2023,30-10-2024,,,,,,,,,,
100541519541,Priya Kumar,Individual,Individual,02-05-1975,Akash Chatterjee,Indian,Indian,Resident,India,OMAPL5475G,735785491635,XXXX-XXXX-7779,AADHAAR-9586XXXX4012,8568261224,priya.kumar286@yahoo.co.in,"375, Station Road, Puri, Odisha - 885704",Odisha,Puri,16.67953,80.984096,Lawyer,1775057,7,Salary,,Medium,N,N,N,N,N,04-10-2015,17-09-2019,,,,,,,,,,
716964510734,Komal Deshmukh,Individual,Individual,15-02-1987,Rajesh Pillai,Indian,Indian,Resident,India,RHYPM8276K,503846129675,XXXX-XXXX-0553,AADHAAR-8368XXXX5296,6249799429,komal.deshmukh807@outlook.com,"168, Ring Road, Coimbatore, Tamil Nadu - 503745",Tamil Nadu,Coimbatore,23.109664,78.966672,Business Owner,2292515,28,Pension,,Medium,N,N,N,N,N,21-01-2018,21-11-2024,,,,,,,,,,
808382836746,Suresh Mehta,Individual,Individual,26-10-1967,Ankit Bhat,Indian,Indian,Resident,India,ZETPE0076A,574167581643,XXXX-XXXX-0604,AADHAAR-5754XXXX6248,8850278278,suresh.mehta723@rediffmail.com,"101, MG Road, Hubli, Karnataka - 448670",Karnataka,Hubli,25.159884,80.388855,Agriculture,675731,22,Rental Income,,Medium,N,N,N,N,N,03-08-2018,12-11-2022,,,,,,,,,,
132830061015,Aditi Mehta,Individual,Individual,05-12-1990,Ravi Reddy,Indian,Indian,Resident,India,LFYPD2666P,853302629893,XXXX-XXXX-8995,AADHAAR-7402XXXX2878,7456620127,aditi.mehta169@outlook.com,"436, NH Highway, Karimnagar, Telangana - 278791",Telangana,Karimnagar,24.12523,78.962427,Lawyer,822955,0,Business Income,,Medium,N,N,N,N,Y,20-11-2015,02-06-2023,,,,,,,,,,
850170981731,Ashish Deshmukh,Individual,Individual,31-08-1979,Rajesh Das,Indian,Indian,Resident,India,MJMPP7148R,276572951638,XXXX-XXXX-5181,AADHAAR-3152XXXX5722,8844088692,ashish.deshmukh179@hotmail.com,"92, Station Road, Jaipur, Rajasthan - 276739",Rajasthan,Jaipur,26.957415,75.753492,Retired,492900,26,Family Support,,Low,N,N,N,Y,N,15-03-2023,22-11-2023,,,,,,,,,,
129750126553,Anjali Yadav,Individual,Individual,26-11-1961,Ashish Singh,Indian,Indian,Resident,India,YQKPQ3840A,931488187547,XXXX-XXXX-7002,AADHAAR-4133XXXX5046,9787815240,anjali.yadav439@yahoo.co.in,"325, Nehru Place, Jalandhar, Punjab - 456396",Punjab,Jalandhar,16.2388,80.700085,Salaried - Education,398963,12,Family Support,,Low,N,N,N,N,N,28-01-2022,17-10-2023,,,,,,,,,,
692121652969,Vandana Joshi,Individual,Individual,12-04-1962,Amit Kumar,Indian,Indian,NRI,Other,KUUPT7284B,943927727023,XXXX-XXXX-2447,AADHAAR-7507XXXX9901,7527460429,vandana.joshi640@rediffmail.com,"61, Park Street, Chandigarh, Punjab - 374929",Punjab,Chandigarh,30.687159,76.769859,Agriculture,386724,16,Rental Income,JP,Low,N,N,N,N,N,18-08-2020,24-12-2022,,,,,,,,,,
798940090125,Pallavi Banerjee,Individual,Individual,15-09-1975,Ravi Bhat,Indian,Indian,Resident,India,DSWPG7587T,367789236238,XXXX-XXXX-1324,AADHAAR-2817XXXX4595,7398296359,pallavi.banerjee739@gmail.com,"264, Gandhi Nagar, Howrah, West Bengal - 514539",West Bengal,Howrah,21.522015,75.369978,Salaried - IT,8880509,36,Investment Returns,,High,N,N,N,Y,N,19-12-2017,03-05-2018,,,,,,,,,,
686809348074,Naveen Iyer,Individual,Individual,01-04-1973,Manoj Nair,Indian,Indian,Resident,India,OHRPK1463K,528620413537,XXXX-XXXX-9954,AADHAAR-7594XXXX6696,9426227173,naveen.iyer468@hotmail.com,"220, Park Street, Jabalpur, Madhya Pradesh - 826902",Madhya Pradesh,Jabalpur,22.971867,73.656721,Self-Employed - Professional,3977601,3,Investment Returns,,High,Y,N,N,N,N,21-02-2020,01-07-2022,,,,,,,,,,
720511001957,Arjun Nair,Individual,Individual,28-06-1996,Sanjay Sen,Indian,Indian,Resident,India,GBXPQ7445K,320973223563,XXXX-XXXX-1555,AADHAAR-7946XXXX1006,9206881393,arjun.nair735@hotmail.com,"102, MG Road, Nizamabad, Telangana - 689449",Telangana,Nizamabad,23.118284,78.993869,Consultant,690873,24,Salary,,Medium,N,N,N,N,N,28-05-2016,05-12-2021,,,,,,,,,,
460157977265,Ravi Singh,Individual,Individual,17-01-1992,Varun Banerjee,Indian,Indian,Resident,India,ZWVPM7308Y,425951584076,XXXX-XXXX-3824,AADHAAR-7986XXXX1637,8752639033,ravi.singh538@outlook.com,"347, NH Highway, Thiruvananthapuram, Kerala - 755715",Kerala,Thiruvananthapuram,24.079253,81.955333,Doctor,9529161,12,Agriculture Income,,High,N,N,N,Y,N,18-02-2023,01-06-2023,,,,,,,,,,
366145897880,Rohan Deshmukh,Individual,Individual,22-08-1997,Aditya Bose,Indian,Indian,Resident,India,BAIPB3873K,970096994592,XXXX-XXXX-4723,AADHAAR-9287XXXX5271,6195076802,rohan.deshmukh678@hotmail.com,"145, MG Road, Chandigarh, Punjab - 965800",Punjab,Chandigarh,30.734261,76.78238,Salaried - Healthcare,1385883,20,Family Support,,Medium,N,N,N,N,N,07-06-2016,24-12-2019,,,,,,,,,,
686968000575,Neha Yadav,Individual,Individual,06-04-1971,Rahul Banerjee,Indian,Indian,NRI,Other,ODDPU0287U,380012989166,XXXX-XXXX-8860,AADHAAR-2527XXXX3091,7730614867,neha.yadav738@hotmail.com,"253, Gandhi Nagar, Jabalpur, Madhya Pradesh - 714672",Madhya Pradesh,Jabalpur,23.633369,76.524706,Salaried - Telecom,338782,31,Rental Income,NL,Low,N,N,N,Y,N,26-12-2019,10-01-2024,,,,,,,,,,
110935076175,Komal Iyer,Individual,Individual,22-03-1963,Kiran Kumar,Indian,Indian,Resident,India,HJOPV5185U,909019812226,XXXX-XXXX-4967,AADHAAR-5245XXXX0477,9646798335,komal.iyer688@yahoo.co.in,"464, Ring Road, Muzaffarpur, Bihar - 273470",Bihar,Muzaffarpur,17.623571,77.230951,Salaried - Healthcare,341770,28,Salary,,Low,N,N,N,N,N,01-06-2020,13-01-2024,,,,,,,,,,
366532528291,Apex Enterprises,Non-Individual,LLP,,,Indian,,Resident,India,RHZAC0856F,,,,7664075441,apex658@hotmail.com,,Rajasthan,Jodhpur,24.392644,81.568793,IT Services,47969382,,Donations,,Low,N,N,N,N,N,11-11-2019,10-11-2021,24-04-2008,"Jodhpur, Rajasthan",Control through other means,Y,"71 Corporate Park, Jodhpur, Rajasthan - 981086","Plot 321, Industrial Area, Jodhpur, Rajasthan","678, Residential Colony, Jodhpur, Rajasthan",U73897QN2021PTC295603,410329532836,Manoj Sharma
156130669996,Sandeep Pandey,Individual,Individual,29-04-1960,Rajesh Kumar,Indian,Indian,Resident,India,QOFPC7005A,784531545169,XXXX-XXXX-7946,AADHAAR-5540XXXX5588,8101985012,sandeep.pandey429@gmail.com,"160, NH Highway, Mysuru, Karnataka - 110228",Karnataka,Mysuru,22.108934,77.334319,Student,419961,22,Investment Returns,,Low,N,N,N,Y,N,28-07-2021,19-01-2025,,,,,,,,,,
949139006180,Vandana Patel,Individual,Individual,08-08-1975,Deepak Malhotra,Indian,Indian,Resident,India,AXGPK0241P,917492643746,XXXX-XXXX-3559,AADHAAR-7706XXXX3307,6755003897,vandana.patel436@hotmail.com,"236, Station Road, Nashik, Maharashtra - 512627",Maharashtra,Nashik,24.702548,77.439519,Consultant,774156,38,Investment Returns,,Medium,N,N,N,Y,Y,01-06-2015,27-11-2018,,,,,,,,,,
689245891940,Aditi Kumar,Individual,Individual,03-09-1992,Nikhil Singh,Indian,Indian,Resident,India,IWBPV7281Y,910568900224,XXXX-XXXX-9158,AADHAAR-8632XXXX3934,7225078987,aditi.kumar102@outlook.com,"408, Station Road, Jabalpur, Madhya Pradesh - 671967",Madhya Pradesh,Jabalpur,22.268001,75.610642,Salaried - IT,2212043,17,Pension,,High,N,N,N,N,N,01-11-2015,03-09-2022,,,,,,,,,,
327139359389,Sapna Yadav,Individual,Individual,11-08-2003,Arjun Mehta,Indian,Indian,Resident,India,XPNPG5468H,900601224408,XXXX-XXXX-9469,AADHAAR-3210XXXX8490,7734697844,sapna.yadav580@yahoo.co.in,"376, Gandhi Nagar, Panipat, Haryana - 348356",Haryana,Panipat,23.133928,78.137156,Lawyer,931333,28,Business Income,,Medium,N,N,N,Y,N,09-03-2020,06-07-2020,,,,,,,,,,
368787978468,Manoj Mukherjee,Individual,Individual,20-02-1996,Vivek Malhotra,Indian,Indian,Resident,India,UCEPC5287B,815503514148,XXXX-XXXX-9071,AADHAAR-4109XXXX4390,9676499505,manoj.mukherjee238@yahoo.co.in,"160, NH Highway, Karnal, Haryana - 666449",Haryana,Karnal,20.783651,76.087522,Consultant,931075,17,Family Support,,Medium,N,N,N,Y,N,16-10-2023,26-01-2025,,,,,,,,,,
179533709341,Shri Imports,Non-Individual,LLP,,,Indian,,Resident,India,TQTLN7078D,,,,6146565092,shri230@hotmail.com,,Uttar Pradesh,Lucknow,26.803933,80.920172,Pharmaceuticals,339639729,,Business Revenue,,Low,N,N,N,N,N,24-07-2019,05-12-2020,27-11-2010,"Lucknow, Uttar Pradesh",Senior Managing Official,N,"191 Corporate Park, Lucknow, Uttar Pradesh - 725753","Plot 12, Industrial Area, Lucknow, Uttar Pradesh","555, Residential Colony, Lucknow, Uttar Pradesh",U70162FS1993PTC714291,857446948612,Nikhil Deshmukh
651318128571,Ankit Verma,Individual,Individual,31-10-2002,Rohan Chauhan,Indian,Indian,Resident,India,CJFPP9796X,856070197458,XXXX-XXXX-2240,AADHAAR-8868XXXX6016,7649358610,ankit.verma919@outlook.com,"110, NH Highway, Amritsar, Punjab - 677525",Punjab,Amritsar,15.864954,75.501778,Salaried - Manufacturing,1731912,40,Salary,,Medium,N,N,N,Y,N,12-12-2017,01-01-2021,,,,,,,,,,
115188387709,Aditi Tiwari,Individual,Individual,14-09-1978,Varun Malhotra,Indian,Indian,Resident,India,TXKPX4925C,780416763488,XXXX-XXXX-9599,AADHAAR-3466XXXX0676,9354758528,aditi.tiwari764@outlook.com,"271, Ring Road, Puri, Odisha - 701391",Odisha,Puri,25.350627,73.920891,Salaried - Government,267821,19,Agriculture Income,,Low,N,N,N,N,N,29-04-2019,30-11-2023,,,,,,,,,,
116915120538,Geeta Gupta,Individual,Individual,01-06-1969,Arjun Bose,Indian,Indian,Resident,India,JSZPB7252U,983301242570,XXXX-XXXX-9568,AADHAAR-2475XXXX2411,8808519120,geeta.gupta741@hotmail.com,"188, Nehru Place, Madurai, Tamil Nadu - 468991",Tamil Nadu,Madurai,24.651514,77.709133,Agriculture,2137193,32,Salary,,Medium,N,N,N,Y,N,25-01-2022,29-03-2024,,,,,,,,,,
883607397800,Asha Chatterjee,Individual,Individual,10-03-2006,Nikhil Yadav,Indian,Indian,Resident,India,WDSPG2816W,712898288825,XXXX-XXXX-2400,AADHAAR-9489XXXX1855,9635124838,asha.chatterjee650@gmail.com,"472, Park Street, Kolkata, West Bengal - 566032",West Bengal,Kolkata,22.611881,88.359361,Retired,637778,14,Salary,,Medium,N,N,N,N,N,28-03-2018,19-11-2018,,,,,,,,,,
243098940852,Rekha Mehta,Individual,Individual,12-12-1992,Ashish Tiwari,Indian,Indian,Resident,India,KHVPZ2613O,955046987742,XXXX-XXXX-5841,AADHAAR-3213XXXX0026,8212273494,rekha.mehta293@yahoo.co.in,"257, MG Road, Pune, Maharashtra - 542862",Maharashtra,Pune,18.527801,73.89637,Lawyer,1873054,4,Family Support,,Medium,N,N,N,Y,N,08-01-2015,21-08-2018,,,,,,,,,,
402278107705,Swati Das,Individual,Individual,05-12-2000,Arjun Chauhan,Indian,Indian,Resident,India,CLVPS5555A,761938826179,XXXX-XXXX-0124,AADHAAR-3554XXXX7370,6608778290,swati.das985@hotmail.com,"261, Gandhi Nagar, Dwarka, Delhi - 500158",Delhi,Dwarka,17.292027,79.967297,Salaried - Manufacturing,2100088,30,Business Income,,Medium,N,N,N,N,Y,07-08-2023,10-01-2024,,,,,,,,,,
393632833304,Ashish Tiwari,Individual,Individual,14-02-1963,Mohit Mehta,Indian,Indian,Resident,India,HLEPH1818G,338061033037,XXXX-XXXX-8254,AADHAAR-6605XXXX5123,7261743234,ashish.tiwari377@yahoo.co.in,"267, Nehru Place, Ludhiana, Punjab - 978552",Punjab,Ludhiana,19.987587,77.214186,Engineer,1007172,17,Investment Returns,,Medium,N,N,N,Y,N,01-07-2022,28-03-2024,,,,,,,,,,
120153016116,Bhavna Verma,Individual,Individual,25-02-2001,Pradeep Singh,Indian,Indian,Resident,India,LXEPQ9743X,828968962593,XXXX-XXXX-4434,AADHAAR-3416XXXX1054,7519406344,bhavna.verma356@outlook.com,"107, Station Road, Pune, Maharashtra - 403519",Maharashtra,Pune,18.553615,73.865269,Engineer,1826974,29,Family Support,,High,N,N,N,Y,N,27-12-2018,25-11-2023,,,,,,,,,,
331217609768,Pallavi Mishra,Individual,Individual,03-07-1963,Akash Pillai,Indian,Indian,Resident,Other,IRSPX3882G,669411616482,XXXX-XXXX-5130,AADHAAR-4383XXXX3282,8483053384,pallavi.mishra547@outlook.com,"8, Nehru Place, Kochi, Kerala - 603164",Kerala,Kochi,9.964675,76.283601,Salaried - Education,484737,0,Agriculture Income,,Low,N,N,N,N,N,24-03-2020,30-03-2024,,,,,,,,,,
478834903928,Divya Mukherjee,Individual,Individual,18-10-2009,Sachin Das,Indian,Indian,Resident,India,WNAPK1119N,871995855757,XXXX-XXXX-2713,AADHAAR-3271XXXX9204,7577142587,divya.mukherjee96@gmail.com,"68, Ring Road, Udaipur, Rajasthan - 635097",Rajasthan,Udaipur,22.068328,81.017096,Salaried - Insurance,600875,0,Rental Income,,Medium,N,N,Y,Y,N,28-10-2022,23-09-2024,,,,,,,,,,
302208207906,Ankit Tiwari,Individual,Individual,24-02-1975,Arjun Pandey,Indian,Indian,Resident,India,HHXPF5510A,284986242285,XXXX-XXXX-9458,AADHAAR-5050XXXX2792,7857833918,ankit.tiwari661@hotmail.com,"393, Gandhi Nagar, Surat, Gujarat - 500229",Gujarat,Surat,18.828244,74.104002,Salaried - IT,317530,0,Investment Returns,,Low,N,N,N,Y,Y,08-08-2015,04-07-2019,,,,,,,,,,
473091524500,Neha Mukherjee,Individual,Individual,05-03-1974,Kiran Mehta,Indian,Indian,Resident,India,CKFPZ1766O,758247022297,XXXX-XXXX-3741,AADHAAR-8137XXXX7634,7054813395,neha.mukherjee489@rediffmail.com,"113, NH Highway, Bhagalpur, Bihar - 875769",Bihar,Bhagalpur,17.120733,74.016911,Salaried - Manufacturing,2235203,3,Investment Returns,,Medium,N,N,N,N,N,05-08-2019,12-12-2024,,,,,,,,,,
331490461172,Pradeep Agarwal,Individual,Individual,26-06-2002,Rahul Singh,Indian,Indian,Resident,India,IZMPN9650K,220405646659,XXXX-XXXX-5997,AADHAAR-4977XXXX8048,7206406249,pradeep.agarwal284@gmail.com,"435, Station Road, Indore, Madhya Pradesh - 688628",Madhya Pradesh,Indore,19.125344,78.081783,Salaried - IT,652401,16,Investment Returns,,Medium,N,N,N,N,N,07-07-2023,21-12-2024,,,,,,,,,,
198140398405,Lata Mishra,Individual,Individual,11-01-1969,Ankit Mehta,Indian,Indian,Resident,India,EPFPF3762W,322021753292,XXXX-XXXX-3735,AADHAAR-5530XXXX8829,8562207659,lata.mishra143@hotmail.com,"63, Gandhi Nagar, Siliguri, West Bengal - 498758",West Bengal,Siliguri,21.886697,81.570591,Retired,427245,4,Family Support,,Low,N,N,N,Y,N,27-11-2019,27-01-2020,,,,,,,,,,
779998645791,Anjali Bhat,Individual,Individual,02-12-1970,Manoj Chatterjee,Indian,Indian,Resident,India,ZPXPN0601B,890410268773,XXXX-XXXX-3453,AADHAAR-7763XXXX9942,9041460706,anjali.bhat674@yahoo.co.in,"182, Ring Road, Bhagalpur, Bihar - 873280",Bihar,Bhagalpur,15.952452,74.43247,Consultant,315227,30,Salary,,Low,N,N,N,Y,N,01-06-2018,26-07-2024,,,,,,,,,,
958702442313,Arjun Kumar,Individual,Individual,19-04-1970,Akash Bose,Indian,Indian,Resident,India,TKGPZ7970G,879391286373,XXXX-XXXX-3172,AADHAAR-3880XXXX2961,9643477753,arjun.kumar922@rediffmail.com,"206, Ring Road, Puri, Odisha - 261708",Odisha,Puri,21.626741,81.895452,Salaried - Banking,365647,1,Investment Returns,,Low,N,N,N,N,N,11-12-2020,28-03-2021,,,,,,,,,,
146779220716,Sapna Chatterjee,Individual,Individual,24-09-1962,Amit Sen,Indian,Indian,Resident,India,OARPC9959V,674008204402,XXXX-XXXX-3209,AADHAAR-6864XXXX1604,6061902150,sapna.chatterjee219@yahoo.co.in,"155, Station Road, Jaipur, Rajasthan - 634402",Rajasthan,Jaipur,26.930983,75.830094,Salaried - Banking,1592588,3,Investment Returns,,Medium,N,N,N,N,Y,08-06-2020,28-09-2021,,,,,,,,,,
444646442273,Suresh Chauhan,Individual,Individual,14-01-1994,Kiran Pandey,Indian,Indian,Resident,India,QRYPX7972R,641531715133,XXXX-XXXX-0598,AADHAAR-3843XXXX6185,8907374069,suresh.chauhan544@gmail.com,"343, Station Road, Thrissur, Kerala - 890699",Kerala,Thrissur,17.086245,79.633709,Freelancer,1950126,0,Pension,,Medium,N,N,N,Y,N,17-08-2016,07-08-2024,,,,,,,,,,
267107069251,Shweta Mishra,Individual,Individual,30-09-1986,Sachin Joshi,Indian,Indian,Resident,Other,ATEPM2446D,526965151618,XXXX-XXXX-8218,AADHAAR-3908XXXX6221,9604200338,shweta.mishra941@yahoo.co.in,"210, NH Highway, Howrah, West Bengal - 391725",West Bengal,Howrah,15.687131,78.138916,Student,2126504,3,Rental Income,,High,N,N,N,N,Y,11-07-2021,09-10-2023,,,,,,,,,,
218077001725,Mamta Mukherjee,Individual,Individual,22-04-1961,Vikram Yadav,Indian,Indian,Resident,India,MAGPX9974U,410143348700,XXXX-XXXX-7131,AADHAAR-2065XXXX3257,6852895080,mamta.mukherjee525@rediffmail.com,"138, Station Road, Dwarka, Delhi - 773851",Delhi,Dwarka,18.029902,79.908914,Agriculture,1784178,37,Investment Returns,,Medium,N,N,N,N,N,27-09-2019,05-03-2024,,,,,,,,,,
435657304483,Meera Bose,Individual,Individual,08-05-1984,Sachin Yadav,Indian,Indian,Resident,India,NVQPN3962B,282541482510,XXXX-XXXX-1232,AADHAAR-2868XXXX7309,7911512280,meera.bose849@hotmail.com,"351, Nehru Place, Ahmedabad, Gujarat - 893357",Gujarat,Ahmedabad,23.056044,72.589169,Self-Employed - Professional,260161,36,Business Income,,Low,N,N,N,N,N,15-10-2019,09-05-2020,,,,,,,,,,
110688261945,Rohan Kapoor,Individual,Individual,03-06-1974,Rajesh Mehta,Indian,Dual - Indian/JP,NRI,Other,ZFUPZ9195V,782794033168,XXXX-XXXX-2394,AADHAAR-4129XXXX0494,7838838469,rohan.kapoor72@gmail.com,"119, Nehru Place, Nashik, Maharashtra - 215527",Maharashtra,Nashik,20.493037,76.742981,Freelancer,4511873,26,Rental Income,JP,High,N,N,N,Y,N,12-10-2019,26-05-2022,,,,,,,,,,
977096702274,Vikram Singh,Individual,Individual,04-09-1990,Yash Das,Indian,Indian,Resident,India,GNGPX1484P,474042916766,XXXX-XXXX-0565,AADHAAR-7956XXXX0019,9685676758,vikram.singh794@gmail.com,"146, Park Street, Gwalior, Madhya Pradesh - 641865",Madhya Pradesh,Gwalior,19.733036,77.52085,Engineer,1046011,34,Family Support,,Medium,N,N,N,N,N,26-01-2017,09-09-2023,,,,,,,,,,
338868900066,Deepak Bose,Individual,Individual,24-01-1981,Harsh Tiwari,Indian,Indian,NRI,Other,JRLPH5802S,376345456074,XXXX-XXXX-7117,AADHAAR-8122XXXX2154,6883888154,deepak.bose860@gmail.com,"286, Nehru Place, Rourkela, Odisha - 913094",Odisha,Rourkela,15.76441,80.030063,Self-Employed - Professional,2073165,19,Rental Income,KW,High,N,N,N,N,Y,15-03-2024,21-07-2024,,,,,,,,,,
