transaction_id,timestamp,datestamp,transaction_amount,currency,transaction_type_dr_cr,transaction_mode_channel_bank,cash_flag,transaction_type_ppi,transaction_mode_channel_ppi,transaction_status,wallet_balance_before,wallet_balance_after,source_of_funds_wallet,load_instrument_type,load_source_account_card_details,beneficiary_wallet_id_vpa,merchant_id,merchant_name,merchant_category_code,merchant_location,refund_chargeback_flag,customer_account_number,account_wallet_status,non_face_to_face_flag,pep_flag,hni_flag,minor_flag,customer_branch_ifsc_code,customer_cif_id,customer_cif_creation_date,annual_income,counterparty_account_number,counterparty_branch_ifsc_swift,customer_name,counterparty_name,sender_country_code,receiver_country_code,customer_current_risk_score,customer_type,customer_entity_type,account_category,account_type,account_wallet_opening_date,customer_occupation_industry,vkyc_flag,kyc_update_date,account_wallet_inoperative_date,source_of_funds,tax_residency,nationality,citizenship,residency,date_of_incorporation,place_of_incorporation,beneficial_owner_types,passive_nfe,address_registered_office,address_place_of_business,address_beneficial_owners,address_individual_customer,date_of_birth,father_spouse_name,identification_proof_doc_no,entity_identification_proof_doc_no,credit_summation_period,debit_summation_period,professional_experience_years,cif_beneficial_owners,name_beneficial_owners,mobile_number,pan,aadhaar_number,email_id,wallet_kyc_category,wallet_account_id,escrow_account_linked,transaction_limit_per_txn,daily_transaction_limit,monthly_transaction_limit,annual_transaction_limit,maximum_wallet_balance_limit,device_id_fingerprint,ip_address,geo_location_city_country,gps_coordinates_lat,gps_coordinates_lon,browser_app_information,session_id,authentication_method,vpn_flag,emulator_flag,customer_address_lat,customer_address_lon,is_aml,aml_typology,typology_group_id
TXN0Z8BJFAUII2EF506,10:31:14,07-02-2026,2895.2,INR,Dr,UPI,N,,,Success,,,,,,apexexport1@ybl,MID5Z8REIKG8Q7J,BookMyShow,4899,"Jabalpur, Madhya Pradesh",N,27533913448,Active,Y,N,N,N,SBIN042722,248336129278,20-10-2021,319326,34806581485235,HDFC092533,Nisha Joshi,Apex Exports,IN,IN,Low,Individual,Individual,Recurring Deposit,Corporate,07-08-2022,Business Owner,Y,28-11-2022,,Agriculture Income,India,Indian,Indian,Resident,,,,,,,,"325, NH Highway, Jabalpur, Madhya Pradesh - 867744",03-12-1986,Rajesh Verma,AADHAAR-7608XXXX0333,,1327077.28,2881193.2,33,,,7568582158,WDMPI5843W,XXXX-XXXX-4869,nisha.joshi852@outlook.com,,,,,,,,,c96d1cd3b4ba30e034b6a32280e7035f,117.90.136.234,"Jabalpur, IN",18.800345,82.764142,Firefox/125.0,5061f1d6536c8e669cedbbde,OTP,N,N,18.790437,82.77063,0,,
TXNAPB8YGQBG6QK0RED,06:03:11,10-02-2026,30689.61,INR,Dr,RTGS,N,,,Failed,,,,,,,,,,,N,656343169188,Active,N,N,N,N,ICIC089961,615798986438,17-06-2016,2164696,1196101480853741,PUNB010515,Rahul Singh,Vivek Deshmukh,IN,IN,Medium,Individual,Individual,Current,Corporate,24-06-2023,Business Owner,N,01-11-2023,,Agriculture Income,India,Indian,Indian,Resident,,,,,,,,"189, Nehru Place, Muzaffarpur, Bihar - 443389",18-04-2005,Ashish Sen,AADHAAR-5345XXXX6711,,1085911.07,2809324.92,20,,,8911531738,ZMWPV4603R,XXXX-XXXX-7886,rahul.singh130@yahoo.co.in,,,,,,,,,d67ab5b917419cc5057e9e1b049d2d5b,182.196.126.18,"Muzaffarpur, IN",17.770951,78.194032,Chrome/124.0,2db15bfd2da25743fa86ed7d,MPIN,N,N,17.764231,78.195158,0,,
TXNVBQULZA3XZF9GZJF,13:23:19,18-01-2026,194726.33,INR,Dr,NEFT,N,,,Success,,,,,,,,,,,N,3828325160345403,Active,N,N,N,N,PUNB087365,709243253862,10-09-2022,298240,621422917823,CNRB074172,Ritu Rao,Vikram Kapoor,IN,IN,Low,Individual,Individual,Savings,BSBD,11-04-2023,Salaried - IT,N,31-12-2024,,Business Income,Other,Indian,Indian,Resident,,,,,,,,"30, MG Road, Bengaluru, Karnataka - 942829",28-08-1993,Sandeep Mehta,AADHAAR-6548XXXX7456,,1024150.27,3002541.38,26,,,7008929107,VVXPK5214X,XXXX-XXXX-2116,ritu.rao412@yahoo.co.in,,,,,,,,,28b51aaa5f0020a2dd0f27de0c86d72c,182.73.169.30,"Bengaluru, IN",13.022969,77.575657,Safari/17.4,e875c4e163d91c14d08dce1a,PIN,Y,N,13.021096,77.572139,0,,
TXNXYUVQEEYW8XFK01B,06:39:53,17-02-2026,852.81,INR,Cr,ATM,Y,,,Success,,,,,,,MID1SPUXE2IUSQN,Zomato,5411,"Panipat, Haryana",N,4152529577768,Active,N,N,N,Y,CNRB013608,423896710532,02-04-2022,2265175,88405297808,BARB036250,Meera Banerjee,Asha Kumar,IN,IN,Medium,Individual,Individual,NRE,Premium,10-02-2024,Freelancer,N,19-06-2024,,Investment Returns,India,Indian,Indian,Resident,,,,,,,,"71, Park Street, Panipat, Haryana - 841512",21-07-2008,Mohit Banerjee,AADHAAR-2269XXXX2701,,2729196.64,4676670.13,0,,,6282570706,ZDQPV6019C,XXXX-XXXX-8177,meera.banerjee334@gmail.com,,,,,,,,,39dda6da7ed50c56136d4bcf45033c5e,103.186.171.101,"Panipat, IN",17.776423,74.846517,Chrome/124.0,87dc98263ecbdf443bfb8621,OTP,N,N,17.773912,74.845529,0,,
TXN2S1ZPO2QLPOERD5E,07:10:11,09-12-2025,50.58,INR,Cr,NEFT,N,,,Success,,,,,,,,,,,N,65698880016,Active,N,N,N,N,SBIN075799,380192398957,27-05-2019,325239,60597717812663,HDFC048840,Arjun Sharma,Aditi Shah,IN,IN,Low,Individual,Individual,Fixed Deposit,Corporate,29-04-2023,Business Owner,Y,02-04-2021,,Pension,India,Indian,Indian,NRI,,,,,,,,"385, Gandhi Nagar, Panipat, Haryana - 162227",21-10-1961,Aditya Malhotra,AADHAAR-9921XXXX6809,,1973508.85,2261582.78,30,,,7979051088,NMJPQ8019S,XXXX-XXXX-7651,arjun.sharma682@hotmail.com,,,,,,,,,7f894d995984b96f4ad0c75e7e27be10,117.81.62.248,"Panipat, IN",23.529018,73.192134,SamsungBrowser/24.0,c6eba4ccc038bebc0de8ed51,MPIN,N,N,23.525983,73.197612,0,,
TXN1ELMH9ZNK8CHZ246,15:50:58,20-12-2025,3435.95,INR,Dr,RTGS,N,,,Reversed,,,,,,,,,,,N,9165766452098,Active,Y,N,N,N,UTIB027140,771477952885,20-10-2017,1646078,58653747514,SBIN090558,Vandana Yadav,Naveen Banerjee,IN,IN,Medium,Individual,Individual,NRO,Corporate,23-02-2018,Salaried - Government,Y,18-04-2020,,Business Income,India,Indian,Indian,Resident,,,,,,,,"78, Nehru Place, Chennai, Tamil Nadu - 990158",16-05-1967,Akash Kumar,AADHAAR-4608XXXX5291,,653374.52,2426705.61,22,,,9579201745,QHUPW9971U,XXXX-XXXX-1882,vandana.yadav570@yahoo.co.in,,,,,,,,,b1f8fca1ba53622fd2efc9a83b487342,59.102.180.181,"Chennai, IN",13.090271,80.283457,v8.1.2,7f26ef3c777900d5d2fb7b9f,OTP,N,N,13.094262,80.274188,0,,
TXNOCL5M0EIXY1GC959,15:18:20,26-01-2026,15894.35,INR,Cr,,Y,Recharge,Online,Success,7224.8,23119.15,Net Banking,Credit Card,XXXX-XXXX-7708,rekhaiyer91@oksbi,,,,,N,7075719107461,Active,Y,N,N,N,BARB067989,157352290958,07-11-2021,1359965,27469711659,CNRB021470,Nisha Das,Rekha Iyer,IN,IN,Medium,Individual,Individual,Current,BSBD,18-08-2023,Business Owner,Y,10-12-2023,,Agriculture Income,India,Indian,Indian,Resident,,,,,,,,"293, MG Road, Siliguri, West Bengal - 223635",24-12-1974,Vikram Chatterjee,AADHAAR-2706XXXX8147,,1659610.25,3985573.43,38,,,9368119444,IBRPQ9202A,XXXX-XXXX-5610,nisha.das780@rediffmail.com,Minimum KYC,WLT938292515079,ESC2285479639960,10000,10000,10000,120000,10000,9bbcee890c5c8639b0f44b7c50d35023,203.67.7.96,"Siliguri, IN",19.950446,73.607176,Safari/17.4,824244b81044e69bc3d67554,PIN,N,N,19.94654,73.607144,0,,
TXNPHHULIVJMXUTFY84,22:58:07,14-01-2026,46206.11,INR,Dr,Internet Banking,N,,,Success,,,,,,,,,,,N,21136218970,Active,N,N,N,N,SBIN095837,509115964791,29-06-2019,209686,64347256689,CNRB028992,Swati Sen,Yash Mukherjee,IN,IN,Low,Individual,Individual,NRE,Corporate,01-10-2020,Salaried - IT,Y,06-03-2020,,Investment Returns,India,Indian,Indian,Resident,,,,,,,,"487, Park Street, Dwarka, Delhi - 974429",02-04-1977,Aditya Nair,AADHAAR-7685XXXX1683,,1133818.24,1984316.87,39,,,6099075333,JUMPE1905B,XXXX-XXXX-2876,swati.sen159@hotmail.com,,,,,,,,,aeb979189c80d3bc2b2205295db41fe8,117.55.57.110,"Dwarka, IN",15.774668,75.913274,v8.2.0,d53bbd2bdac9402416a7dfc7,MPIN,N,N,15.775887,75.908854,0,,
TXNLFDJJAL4MFTA7FJW,13:51:59,05-12-2025,159289.77,INR,Cr,UPI,N,,,Success,,,,,,globalinfr78@oksbi,MIDVSEPDBKKUVWN,Titan Eye+,5691,"Bhopal, Madhya Pradesh",N,2192890244901,Active,Y,N,N,N,KKBK094676,788770135828,26-02-2019,1392726,9189879996726,UTIB018663,Priya Mehta,Global Infra,IN,IN,Medium,Individual,Individual,Fixed Deposit,Corporate,23-10-2020,Salaried - IT,Y,08-10-2021,,Investment Returns,India,Indian,Indian,Resident,,,,,,,,"248, Station Road, Bhopal, Madhya Pradesh - 694543",12-06-1992,Manoj Banerjee,AADHAAR-4529XXXX0881,,1660397.94,3586358.98,12,,,9256438413,DRMPN0143V,XXXX-XXXX-9613,priya.mehta976@outlook.com,,,,,,,,,bac6751ead211976163e97bfa3a287d5,182.61.189.45,"Bhopal, IN",23.26178,77.437037,v7.5.3,256904ff4338800e69268379,Biometric,N,N,23.260359,77.446041,0,,
TXNOGNWOUWL64TLTBOK,20:39:08,11-02-2026,35875.98,INR,Dr,NEFT,N,,,Success,,,,,,,,,,,N,7692005535878,Active,N,N,N,N,IOBA053281,736516445977,18-11-2022,415146,302114222662,ICIC091848,Vivek Pandey,Om Exports,IN,IN,Low,Individual,Individual,Fixed Deposit,Corporate,11-09-2024,Doctor,N,21-11-2022,,Investment Returns,India,Indian,Indian,Resident,,,,,,,,"236, MG Road, Rourkela, Odisha - 621984",09-06-2001,Vikram Mukherjee,AADHAAR-4379XXXX1341,,1514585.86,2922220.64,37,,,6198755657,ONVPI9595U,XXXX-XXXX-0669,vivek.pandey561@hotmail.com,,,,,,,,,11e7232d7dc25c6982c0ab0e8281850d,122.28.246.152,"Rourkela, IN",24.765783,76.387527,v9.0.1,90ecd1f4e8f679c51e38c4e5,Biometric,N,N,24.765954,76.382426,0,,
TXNID1HJ3CYUXXP6MTV,06:49:57,04-02-2026,1613.18,INR,Dr,ATM,Y,,,Success,,,,,,,,,,,N,8961193286880,Active,Y,N,Y,N,KKBK019521,255236130479,16-03-2016,12260620,5722343994610140,PUNB063737,Tanvi Das,Nisha Pillai,IN,IN,Low,Individual,Individual,Fixed Deposit,Regular,16-01-2020,Doctor,Y,03-04-2018,,Salary,India,Indian,Indian,NRI,,,,,,,,"48, MG Road, Rajkot, Gujarat - 765983",23-06-1989,Pradeep Shah,AADHAAR-2545XXXX2136,,1734863.53,6389658.93,3,,,8108464727,OSAPR7482O,XXXX-XXXX-4602,tanvi.das510@rediffmail.com,,,,,,,,,b00e83ff46c5d0f713ac95cbb3c43dd0,122.71.227.175,"Rajkot, IN",18.839014,81.925108,v7.5.3,8c4f686284d801b12bd89fde,Password,N,N,18.83794,81.92676,0,,
TXNBZFB1NJK3LUE63AM,12:14:59,10-01-2026,3935.35,INR,Dr,Mobile Banking,N,,,Success,,,,,,,,,,,N,3766085425909,Active,N,N,N,N,BKID017882,760605629604,25-08-2003,318888556,13854063025316,BARB034217,Global Ventures,Vandana Rao,IN,IN,Medium,Non-Individual,HUF,Fixed Deposit,Corporate,19-08-2017,Textiles,N,13-02-2013,,Investment,India,Indian,,Resident,21-07-1996,"New Delhi, Delhi",Shareholding > 25%,N,"148 Corporate Park, New Delhi, Delhi - 976517","Plot 218, Industrial Area, New Delhi, Delhi","712, Residential Colony, New Delhi, Delhi",,,,,U78671GM2022PTC914672,13237694.67,14470722.21,,614291581805,Aditya Mukherjee,8539588814,UKIGR0282M,,global303@gmail.com,,,,,,,,,616ae9814fe927c7071500d86572df61,157.73.155.23,"New Delhi, IN",28.581441,77.247095,Chrome/124.0,99affd1b9570e9148e6c6ff1,PIN,N,N,28.583067,77.249543,0,,
TXNBL1J3BHT7DJJ8DQ4,21:43:08,17-01-2026,12770.0,INR,Dr,Internet Banking,N,,,Success,,,,,,,,,,,N,592618164743,Active,Y,N,N,N,ICIC077788,785139614207,05-01-2017,657472,86161137856,IOBA073936,Rahul Sharma,Vikram Patel,IN,IN,Medium,Individual,Individual,NRE,Corporate,11-12-2022,Salaried - Banking,Y,02-08-2023,,Pension,India,Indian,Indian,Resident,,,,,,,,"294, Nehru Place, Surat, Gujarat - 533585",18-02-1987,Varun Pandey,AADHAAR-8832XXXX7581,,279947.9,3008792.07,2,,,6715087501,TEGPD8876N,XXXX-XXXX-7591,rahul.sharma270@rediffmail.com,,,,,,,,,733d3ce6e0733aca70864fb7c3575811,59.106.79.166,"Surat, IN",22.755794,77.462353,v7.5.3,cbffdd9ac5afd6f3c715f6c7,Password,N,N,22.749181,77.455446,0,,
TXNTK2JW8Y90RFQZC9W,09:05:51,28-12-2025,5673.22,INR,Cr,Internet Banking,N,,,Failed,,,,,,,MID2VV82T9I8Q2V,Tanishq,5999,"Muzaffarpur, Bihar",N,9290541137044,Active,Y,N,N,N,UTIB082874,759278209203,28-07-2017,451340,30958602369,IOBA047017,Komal Bose,Rohan Reddy,IN,IN,Low,Individual,Individual,Savings,BSBD,30-10-2024,Doctor,N,16-03-2021,,Pension,India,Indian,Indian,Resident,,,,,,,,"481, Ring Road, Muzaffarpur, Bihar - 499969",15-03-1971,Rahul Gupta,AADHAAR-4781XXXX2244,,2343935.22,5353928.95,25,,,6921522034,MUXPH2277C,XXXX-XXXX-8825,komal.bose683@rediffmail.com,,,,,,,,,49320b149ee8570ee4ee4eaa2514a4f6,49.58.232.241,"Muzaffarpur, IN",17.234651,81.763459,v9.1.0,e4c827bfba16bc55cc16edd8,Biometric,N,N,17.227261,81.764238,0,,
TXNR0MIA4SH8741IKH1,19:24:34,25-02-2026,27975.4,INR,Cr,Internet Banking,N,,,Success,,,,,,,,,,,N,30297977600307,Active,N,N,N,N,HDFC046044,252294814541,03-03-2011,219524264,31249439139620,HDFC033240,National Enterprises,Komal Bose,IN,IN,Low,Non-Individual,Government Body,Fixed Deposit,Corporate,05-12-2016,Retail,N,01-03-2019,,Trading Profits,India,Indian,,Resident,11-07-2004,"Faridabad, Haryana",Senior Managing Official,N,"14 Corporate Park, Faridabad, Haryana - 780722","Plot 250, Industrial Area, Faridabad, Haryana","609, Residential Colony, Faridabad, Haryana",,,,,U74697SF2023PTC163273,3652804.37,1819516.02,,515935095939,Aditi Mishra,8108508536,TJDLO5994C,,national112@yahoo.co.in,,,,,,,,,3b69b45b35443eb2601ddf46fc1d554f,122.83.145.89,"Faridabad, IN",19.547875,76.522274,Edge/124.0,9f79567eacdeb1501af9334d,MPIN,N,N,19.555378,76.521847,0,,
TXNMMWYX7QTJ18KDOB1,13:41:46,08-12-2025,9146.16,INR,Cr,Branch Cash,Y,,,Success,,,,,,,,,,,N,3711233018332150,Active,N,N,N,N,PUNB028040,952380130444,31-07-2018,1950977,3711233018332150,PUNB028040,Nisha Bose,Nisha Bose,IN,IN,Medium,Individual,Individual,Recurring Deposit,BSBD,26-06-2024,Student,N,17-10-2019,,Salary,India,Indian,Indian,Resident,,,,,,,,"414, Station Road, Ahmedabad, Gujarat - 644101",22-06-1963,Manoj Rao,AADHAAR-6234XXXX3550,,819442.08,4040139.62,18,,,6367570484,QRDPN5819B,XXXX-XXXX-2568,nisha.bose115@gmail.com,,,,,,,,,4659fb0bdd583ac75046458b0d0f6519,122.82.22.149,"Ahmedabad, IN",23.019877,72.608198,v8.2.0,4911687553644e4219220b7a,MPIN,N,N,23.014947,72.608312,1,Structuring (Smurfing),STRUCT_00724
TXN9EYFSF8O4L31BVXF,09:50:07,30-01-2026,4821.5,INR,Dr,Internet Banking,N,,,Success,,,,,,,,,,,N,83125423518229,Active,N,N,N,N,CNRB084635,409668707024,14-01-2017,1611203,39643628349,SBIN020120,Vandana Agarwal,Ashish Verma,IN,IN,High,Individual,Individual,NRE,Basic,04-12-2022,Consultant,N,17-10-2017,,Investment Returns,India,Indian,Indian,Resident,,,,,,,,"129, Gandhi Nagar, Jalandhar, Punjab - 670895",16-01-1997,Kiran Iyer,AADHAAR-4161XXXX0582,,1007416.87,837586.81,39,,,9662354491,QWDPO2121R,XXXX-XXXX-6242,vandana.agarwal813@gmail.com,,,,,,,,,323221cf90850768011de5ac607df118,203.46.19.224,"Jalandhar, IN",17.877224,81.472067,SamsungBrowser/24.0,8e1514385efce3de943ad4ca,Password,N,N,17.877875,81.46819,0,,
TXNEO4BEAW1WFS4GAB7,15:02:46,01-03-2026,25620.26,INR,Cr,Internet Banking,N,,,Success,,,,,,,,,,,N,7561645322984,Active,Y,N,N,N,KKBK019259,283842626021,02-06-2017,490537,64130990965,IOBA080194,Arjun Joshi,Shri Services,IN,IN,Low,Individual,Individual,Current,BSBD,01-04-2024,Doctor,Y,23-01-2021,,Investment Returns,India,Indian,Indian,Resident,,,,,,,,"471, Nehru Place, Gurugram, Haryana - 277461",01-08-1997,Akash Pandey,AADHAAR-7810XXXX9198,,2075945.03,1496782.29,4,,,6067052199,CRSPJ6042I,XXXX-XXXX-4737,arjun.joshi401@hotmail.com,,,,,,,,,cb06b23fbce96a17e67479f166a317f0,117.77.2.254,"Gurugram, IN",21.036922,77.455003,v7.5.3,e3cc313273bb945f36d579ef,MPIN,N,N,21.029817,77.449781,0,,
TXNXMV18A80X6FV2HNK,07:25:19,25-01-2026,4323.93,INR,Cr,POS,N,,,Success,,,,,,,MID5TA3ICWEN170,Google Pay Merchant,4899,"Thiruvananthapuram, Kerala",N,864417181918,Active,N,N,N,N,BKID050338,926359803207,23-03-2016,214837,35930185092670,KKBK056017,Vikram Yadav,Suresh Gupta,IN,IN,Low,Individual,Individual,NRE,Basic,14-10-2022,Student,N,24-06-2018,,Business Income,India,Indian,Indian,Resident,,,,,,,,"447, Gandhi Nagar, Thiruvananthapuram, Kerala - 958725",13-11-1972,Rahul Rao,AADHAAR-4254XXXX6955,,2201930.95,2566017.38,0,,,8261554176,OGUPF3009U,XXXX-XXXX-7572,vikram.yadav649@hotmail.com,,,,,,,,,faa14332b98a50cfbf458a70c1390b99,103.235.215.250,"Thiruvananthapuram, IN",23.662322,79.365038,Chrome/124.0,1dc42a4e2a2d5a928f216cc1,MPIN,N,N,23.656056,79.372711,0,,
TXN25JQDGVF7P84R44N,13:23:59,25-12-2025,3200.71,INR,Dr,Mobile Banking,N,,,Success,,,,,,,,,,,N,9133868013933,Active,N,N,N,N,UTIB042855,568415575249,10-03-2021,9333901,1061946828261,CNRB072077,Nikhil Malhotra,Pradeep Rao,IN,IN,High,Individual,Individual,Fixed Deposit,Regular,08-06-2021,Self-Employed - Professional,N,03-12-2023,,Agriculture Income,India,Indian,Indian,Resident,,,,,,,,"317, Nehru Place, Surat, Gujarat - 264963",22-06-1962,Yash Malhotra,AADHAAR-4568XXXX5573,,690453.11,6401580.27,23,,,8759945560,JXNPI3916Z,XXXX-XXXX-6297,nikhil.malhotra11@hotmail.com,,,,,,,,,e8ee01566f108ab23e7ea49f748e9c2f,117.81.108.219,"Surat, IN",16.735905,77.835761,Chrome/124.0,94b3b89f9d3f4c3460712645,Biometric,N,N,16.74102,77.835155,0,,
TXNY8FS05LXJQSHUH04,10:20:39,07-01-2026,13177.45,INR,Dr,IMPS,N,,,Success,,,,,,,MIDVOJFNQUY5KQY,Lenskart,6211,"Hubli, Karnataka",N,15314809009,Active,N,N,N,N,SBIN042813,551502284422,18-04-2015,196940233,52960964264782,IOBA022756,Pioneer Imports,Mohit Pillai,IN,IN,Low,Non-Individual,Private Limited,Fixed Deposit,BSBD,18-05-2022,Healthcare,N,24-05-2023,,Donations,India,Indian,,Resident,17-06-2005,"Hubli, Karnataka",Senior Managing Official,N,"118 Corporate Park, Hubli, Karnataka - 666958","Plot 57, Industrial Area, Hubli, Karnataka","998, Residential Colony, Hubli, Karnataka",,,,,U46559NC2001PTC528576,5713175.86,808300.4,,607370607495,Rahul Bhat,9847167200,BBILT3596B,,pioneer600@gmail.com,,,,,,,,,d481e67871e98dab84870f375dd6e0ff,59.167.20.111,"Hubli, IN",15.572214,79.166446,v9.1.0,8002b02f99c45b6420cdf6d3,Password,N,N,15.563954,79.168393,1,Funnel Account Network,FUNNEL_00148
TXNMERZ7OS0YNXKC3PF,10:44:33,10-12-2025,166727.07,INR,Cr,Demand Draft,N,,,Success,,,,,,,,,,,N,91973592277,Active,N,N,N,N,BKID026867,849724435659,15-03-2020,1400992,348045640314,CNRB071159,Shweta Mukherjee,Diamond Services,IN,IN,Medium,Individual,Individual,NRO,Premium,24-10-2020,Salaried - IT,N,09-05-2020,,Pension,India,Indian,Indian,Resident,,,,,,,,"238, Station Road, Kozhikode, Kerala - 426279",30-08-1990,Nikhil Das,AADHAAR-7904XXXX1390,,2270654.75,3442235.32,5,,,6352682269,DSQPZ7701G,XXXX-XXXX-0259,shweta.mukherjee577@rediffmail.com,,,,,,,,,5af6af1826446fd3d8e36c7ff8a7eeef,122.12.162.161,"Kozhikode, IN",21.531979,75.27697,Chrome/124.0,e8882892071b6d8e4966b39d,OTP,N,N,21.540436,75.282651,0,,
TXNLWPVQACHPJ6JBCB6,12:20:55,27-12-2025,8089.59,INR,Dr,NEFT,N,,,Success,,,,,,,,,,,N,907373627517,Active,N,N,N,N,ICIC066960,155537306645,15-03-2020,2297984,7433972054894312,PUNB075196,Rohan Tiwari,Tushar Iyer,IN,IN,Medium,Individual,Individual,NRO,Premium,02-01-2024,Salaried - Banking,N,14-03-2023,,Business Income,India,Indian,Indian,Resident,,,,,,,,"162, Nehru Place, Rajkot, Gujarat - 631921",10-02-1977,Ashish Banerjee,AADHAAR-8803XXXX7173,,2217549.77,2314157.93,18,,,6021777156,IQKPE5293L,XXXX-XXXX-6710,rohan.tiwari140@hotmail.com,,,,,,,,,9a5f77ba76436b60c24373f1f58fa400,157.92.133.127,"Rajkot, IN",15.51403,82.14669,v9.0.1,c98192d047f381d803878dfa,Password,N,N,15.520006,82.14479,0,,
TXNQPOJWBJDIE8ICLE0,15:28:13,26-12-2025,1705.18,INR,Dr,Mobile Banking,N,,,Success,,,,,,,,,,,N,8744109039416808,Active,N,N,N,N,PUNB022524,252115111164,23-05-1999,375146472,9584540346822,KKBK040448,Premier Group,Arjun Sen,IN,IN,Low,Non-Individual,Sole Proprietorship,Fixed Deposit,Premium,17-09-2021,Real Estate,N,30-10-2007,,Trading Profits,India,Indian,,Resident,21-01-1990,"Warangal, Telangana",Control through other means,Y,"57 Corporate Park, Warangal, Telangana - 927728","Plot 143, Industrial Area, Warangal, Telangana","358, Residential Colony, Warangal, Telangana",,,,,U49123XS2023PTC923815,3274768.87,9801150.03,,890536701994,Shruti Bose,7571744966,NCLGJ8006J,,premier884@outlook.com,,,,,,,,,97900f8936f245c015e648da51bd95f6,106.7.11.51,"Warangal, IN",22.401528,81.345767,Edge/124.0,e823052a17f8b871fb7491b7,OTP,N,N,22.399978,81.343431,0,,
TXNYF58CWF2IUME28M8,08:53:32,09-02-2026,24172.38,INR,Dr,Demand Draft,N,,,Success,,,,,,,,,,,N,54642702559,Active,N,N,N,N,BKID056386,283811326918,04-09-2022,288009,523472361102,ICIC068400,Yash Agarwal,Om Logistics,IN,IN,Low,Individual,Individual,NRO,Corporate,27-03-2024,Student,N,21-02-2025,,Family Support,India,Indian,Indian,NRI,,,,,,,,"419, Station Road, Dwarka, Delhi - 985331",02-08-1962,Tushar Kapoor,AADHAAR-4544XXXX7040,,1561115.73,4547262.2,21,,,6879685643,XCKPB0608Q,XXXX-XXXX-8590,yash.agarwal846@gmail.com,,,,,,,,,d5abf7567821dc720e77e658cab85f2f,106.103.81.88,"Dwarka, IN",22.508701,73.55182,Chrome/124.0,c8ff4e10eb3e2aacd4fb432a,Biometric,N,N,22.505945,73.552403,0,,
TXNK3PQ06438RXXJDJJ,21:33:29,26-01-2026,194995.08,INR,Cr,RTGS,N,,,Reversed,,,,,,,MID71CB7Z9PPSPM,Amazon India,7995,"Mumbai, Maharashtra",N,37862924468,Active,N,N,N,N,SBIN097233,381320556039,09-04-2018,746839,692107199877,KKBK086692,Rohan Verma,Rekha Chauhan,IN,IN,Medium,Individual,Individual,Savings,Corporate,01-01-2022,Business Owner,N,02-09-2023,,Business Income,India,Indian,Indian,Resident,,,,,,,,"25, Station Road, Mumbai, Maharashtra - 283187",08-10-1973,Naveen Chauhan,AADHAAR-3580XXXX2290,,918175.46,909630.4,39,,,9314864193,XRNPA1017B,XXXX-XXXX-5358,rohan.verma805@outlook.com,,,,,,,,,9be3e1b40e51a5df8c433283c9a84d95,182.182.18.5,"Mumbai, IN",19.089203,72.839338,Edge/124.0,e6f3ee4f9593c9ec71c6039d,Biometric,N,N,19.095715,72.833837,0,,
TXNGIKRIERUO5HQHLX3,20:47:41,25-01-2026,3405.89,INR,Cr,UPI,N,,,Success,,,,,,pranavredd92@ybl,MIDM72AAM6YWNNX,Jio Payments,6211,"Bengaluru, Karnataka",N,50091346062083,Active,Y,N,N,N,IOBA043456,586275508016,24-11-2018,429738,9246619834806,UTIB095469,Ashish Pillai,Pranav Reddy,IN,IN,Low,Individual,Individual,Savings,Corporate,22-05-2024,Consultant,N,12-06-2023,,Pension,India,Indian,Indian,Resident,,,,,,,,"132, Park Street, Bengaluru, Karnataka - 562451",23-03-1960,Pranav Das,AADHAAR-8501XXXX7386,,768624.22,1651469.76,14,,,9700969945,VWPPP4334T,XXXX-XXXX-7039,ashish.pillai961@outlook.com,,,,,,,,,c13967e692e8a341c516f8656d73ef54,203.145.46.51,"Bengaluru, IN",12.956494,77.578447,v9.1.0,14af64f07489daf6995fb100,PIN,N,N,12.951524,77.569022,0,,
TXN0GS3844WZDSIE7WC,14:06:44,08-12-2025,8575.02,INR,Dr,UPI,N,,,Success,,,,,,manojbaner62@okhdfcbank,MID0457PU5HIB7A,Reliance Fresh,4899,"Gaya, Bihar",N,4030572869599794,Active,N,N,N,N,PUNB029142,104927052621,08-11-2004,483484671,99947995797729,HDFC094713,Diamond Enterprises,Manoj Banerjee,IN,IN,Low,Non-Individual,HUF,Current,Regular,01-12-2015,Construction,N,17-02-2011,,Government Grant,India,Indian,,Resident,07-06-1995,"Gaya, Bihar",Shareholding > 25%,N,"86 Corporate Park, Gaya, Bihar - 926220","Plot 87, Industrial Area, Gaya, Bihar","441, Residential Colony, Gaya, Bihar",,,,,U35087AU1996PTC181390,6723460.94,4668192.13,,449491690577,Priya Kapoor,9230620249,FIUGC2612P,,diamond371@rediffmail.com,,,,,,,,,5f047b1f7f27b9a85a79173a30569704,103.161.14.21,"Gaya, IN",17.67786,80.143826,Firefox/125.0,8f0ff3daa8fabd329886f83d,OTP,N,N,17.66866,80.136752,1,Structuring (Smurfing),STRUCT_00651
